transcript_id,transcript_position,score
ENST00000246117,1146,0.19970325
ENST00000246117,1272,0.054019596
ENST00000246117,1283,0.14136751
ENST00000246117,1302,0.011126938
ENST00000246117,1311,0.30631238
ENST00000246117,1320,0.051068164
ENST00000246117,1338,0.6661435
ENST00000246117,1365,0.10110563
ENST00000246117,1658,0.02596444
ENST00000246117,1664,0.054241996
ENST00000246117,1671,0.026005352
ENST00000246117,1697,0.28819528
ENST00000246117,1718,0.094567895
ENST00000246117,1730,0.24607648
ENST00000246117,1740,0.076301135
ENST00000246117,1788,0.34197992
ENST00000246117,1800,0.33687875
ENST00000246117,1839,0.15687671
ENST00000246117,1845,0.012997982
ENST00000246117,1923,0.065153934
ENST00000246117,1932,0.10254364
ENST00000246117,2004,0.078521185
ENST00000246117,2084,0.018630866
ENST00000246117,2114,0.03562516
ENST00000246117,2122,0.11300749
ENST00000246117,2190,0.83885753
ENST00000246117,2221,0.08238502
ENST00000246117,2255,0.0843376
ENST00000246117,2293,0.9634211
ENST00000246117,2331,0.8277484
ENST00000246117,2378,0.91693246
ENST00000246117,2465,0.21114269
ENST00000246117,2523,0.27106577
ENST00000246117,2597,0.8989223
ENST00000246117,2707,0.026254732
ENST00000246117,2790,0.19990908
ENST00000246117,3065,0.32208145
ENST00000246117,3223,0.81088597
ENST00000246117,3259,0.5791633
ENST00000246117,3297,0.26178265
ENST00000246117,3302,0.07802763
ENST00000246117,3318,0.08665985
ENST00000246117,3372,0.030536484
ENST00000246117,3402,0.0019499421
ENST00000246117,3442,0.4364135
ENST00000246117,3522,0.2820606
ENST00000246117,3565,0.02485942
ENST00000246117,3621,0.27297202
ENST00000246117,3646,0.06763051
ENST00000246117,3680,0.1286659
ENST00000246117,3726,0.21552177
ENST00000246117,3774,0.8196974
ENST00000246117,3782,0.5262793
ENST00000246117,3908,0.16421647
ENST00000246117,3933,0.2515716
ENST00000246117,3937,0.049698126
ENST00000246151,294,0.1209627
ENST00000246151,428,0.12430929
ENST00000246151,486,0.017267002
ENST00000246151,499,0.2220968
ENST00000246151,586,0.037088674
ENST00000246151,639,0.3227071
ENST00000246151,663,0.058442034
ENST00000246151,700,0.042534884
ENST00000246151,729,0.7428334
ENST00000246151,812,0.48564386
ENST00000246151,888,0.010219063
ENST00000246151,942,0.2184717
ENST00000246151,1012,0.017184824
ENST00000246151,1085,0.18030581
ENST00000246151,1124,0.16581774
ENST00000246151,1145,0.029581223
ENST00000246151,1203,0.025758468
ENST00000246151,1314,0.120212756
ENST00000246151,1446,0.09304627
ENST00000246151,1495,0.14267538
ENST00000246151,1566,0.18493403
ENST00000246194,235,0.0839221
ENST00000246194,396,0.011594324
ENST00000246194,442,0.04375627
ENST00000246194,450,0.0011697029
ENST00000246194,464,0.007905556
ENST00000246194,532,0.0011427804
ENST00000246194,545,0.02872662
ENST00000246194,581,0.024259504
ENST00000246194,619,0.053844903
ENST00000246194,751,0.0191226
ENST00000246194,758,0.14859463
ENST00000246194,788,0.17202456
ENST00000246194,792,0.06458009
ENST00000246194,845,0.1208335
ENST00000246194,979,0.03518815
ENST00000246194,1084,0.05634365
ENST00000246194,1283,0.12806018
ENST00000246194,1324,0.09961176
ENST00000246194,1357,0.19665317
ENST00000246194,1380,0.05699896
ENST00000246194,1391,0.2822718
ENST00000246194,1431,0.058354028
ENST00000246194,1695,0.16629122
ENST00000246194,1750,0.15384044
ENST00000246194,1756,0.46225852
ENST00000246337,263,0.0064152963
ENST00000246337,319,0.36060494
ENST00000246337,323,0.06383835
ENST00000246337,413,0.07971751
ENST00000246337,433,0.49234268
ENST00000246337,468,0.12274046
ENST00000246337,596,0.07868078
ENST00000246337,605,0.056613006
ENST00000246337,670,0.222642
ENST00000246337,733,0.09277527
ENST00000246337,966,0.23956499
ENST00000246337,971,0.21352631
ENST00000246337,1016,0.116007544
ENST00000246337,1098,0.13972588
ENST00000246337,1105,0.2986697
ENST00000246337,1149,0.031038502
ENST00000246337,1155,0.9018351
ENST00000246337,1162,0.12957147
ENST00000246337,1195,0.011532042
ENST00000246337,1218,0.5882833
ENST00000246337,1252,0.00857905
ENST00000246533,564,0.72955704
ENST00000246533,611,0.09783138
ENST00000246533,906,0.35865825
ENST00000246533,932,0.12000066
ENST00000246533,954,0.30276015
ENST00000246533,962,0.10380843
ENST00000246533,982,0.05047705
ENST00000246533,1003,0.03020909
ENST00000246533,1022,0.030228429
ENST00000246533,1103,0.058185235
ENST00000246533,1134,0.008368851
ENST00000246533,1148,0.039893035
ENST00000246533,1159,0.1265237
ENST00000246533,1176,0.54967844
ENST00000246533,1229,0.0029166848
ENST00000246533,1265,0.08564849
ENST00000246533,1277,0.043563496
ENST00000246533,1337,0.102843344
ENST00000246533,1353,0.30971333
ENST00000246533,1367,0.10222779
ENST00000246533,1390,0.14358138
ENST00000246533,1405,0.59728134
ENST00000246533,1418,0.08872658
ENST00000246533,1515,0.029332303
ENST00000246533,1608,0.8909921
ENST00000246533,1616,0.006820284
ENST00000246533,1675,0.0014461476
ENST00000246533,1757,0.074947864
ENST00000246533,1820,0.011341599
ENST00000246533,1830,0.024878655
ENST00000246533,1895,0.01879654
ENST00000246535,385,0.03416995
ENST00000246535,393,0.012700146
ENST00000246535,411,0.3113391
ENST00000246535,432,0.053954575
ENST00000246535,516,0.26497057
ENST00000246535,521,0.31246865
ENST00000246535,537,0.021075264
ENST00000246535,645,0.8113683
ENST00000246535,684,0.73579824
ENST00000246535,767,0.026382767
ENST00000246535,875,0.068639226
ENST00000246535,1013,0.16737837
ENST00000246535,1064,0.06981849
ENST00000246535,1098,0.028450705
ENST00000246548,246,0.04411734
ENST00000246548,267,0.017838761
ENST00000246548,350,0.017748589
ENST00000246548,362,0.20808336
ENST00000246548,368,0.587734
ENST00000246548,422,0.01608559
ENST00000246548,437,0.020758346
ENST00000246548,490,0.14222495
ENST00000246548,507,0.056923795
ENST00000246548,514,0.11088353
ENST00000246548,535,0.076194435
ENST00000246548,574,0.12056088
ENST00000246548,599,0.0064923395
ENST00000246548,612,0.09295205
ENST00000246548,695,0.08431797
ENST00000246548,704,0.00491556
ENST00000246548,723,0.090730324
ENST00000246548,770,0.0704599
ENST00000246548,828,0.074420534
ENST00000246548,854,0.053343967
ENST00000246548,871,0.2383718
ENST00000246548,878,0.11898491
ENST00000246548,882,0.03938189
ENST00000246548,900,0.010103451
ENST00000246548,917,0.45004234
ENST00000246548,975,0.19795607
ENST00000246548,995,0.016567178
ENST00000246548,1051,0.07771528
ENST00000246548,1112,0.041505393
ENST00000246548,1148,0.030655554
ENST00000246548,1214,0.09204349
ENST00000246548,1301,0.025601521
ENST00000246548,1312,0.09988116
ENST00000246548,1329,0.024109144
ENST00000246548,1337,0.017644081
ENST00000246548,1420,0.049760014
ENST00000246548,1447,0.018063027
ENST00000246548,1466,0.02631893
ENST00000246548,1531,0.114921436
ENST00000246548,1631,0.015838997
ENST00000246548,1643,0.41799834
ENST00000246548,1679,0.012894907
ENST00000246548,1740,0.0390549
ENST00000246548,1768,0.0032608788
ENST00000246548,1953,0.06741856
ENST00000246548,1993,0.1266155
ENST00000246548,2009,0.033237427
ENST00000246548,2014,0.13025093
ENST00000246548,2045,0.07783248
ENST00000246548,2085,0.11143398
ENST00000246548,2094,0.24107711
ENST00000246548,2140,0.3703212
ENST00000246548,2148,0.06961124
ENST00000246548,2194,0.018714681
ENST00000246548,2203,0.17875157
ENST00000246548,2219,0.0006520732
ENST00000246548,2236,0.0032144713
ENST00000246548,2387,0.00032948205
ENST00000246548,2405,0.08513831
ENST00000246548,2415,0.008133359
ENST00000246548,2451,0.120552994
ENST00000246548,2495,0.016226048
ENST00000246548,2608,0.08713515
ENST00000246548,2633,0.3240737
ENST00000246554,202,0.028982671
ENST00000246554,210,0.019637892
ENST00000246554,223,0.40420812
ENST00000246554,231,0.0066298097
ENST00000246554,244,0.1183127
ENST00000246554,265,0.11577714
ENST00000246554,270,0.034208104
ENST00000246554,277,0.059027042
ENST00000246554,289,0.3950114
ENST00000246554,298,0.20012628
ENST00000246554,324,0.02045234
ENST00000246554,406,0.037070658
ENST00000246554,453,0.17788641
ENST00000246554,511,0.09327462
ENST00000246554,553,0.009895223
ENST00000246554,571,0.02268441
ENST00000246672,1655,0.16486496
ENST00000246672,1892,0.11854279
ENST00000246672,1995,0.038307093
ENST00000246672,2015,0.082912356
ENST00000246672,2030,0.05485856
ENST00000246672,2105,0.3870891
ENST00000246672,2110,0.040873893
ENST00000246672,2174,0.0037481026
ENST00000246672,2276,0.019101005
ENST00000246672,2360,0.06589256
ENST00000246672,2374,0.08646172
ENST00000246672,2411,0.1997965
ENST00000246672,2419,0.11478527
ENST00000246672,2426,0.05735806
ENST00000246672,2475,0.07626673
ENST00000246672,2521,0.69293547
ENST00000246672,2565,0.013223554
ENST00000246672,2662,0.06348824
ENST00000246672,2685,0.0028916209
ENST00000246747,92,0.09625931
ENST00000246747,107,0.15030468
ENST00000246747,168,0.37680796
ENST00000246747,182,0.01111753
ENST00000246747,213,0.05613989
ENST00000246747,254,0.015213519
ENST00000246747,282,0.15223636
ENST00000246747,330,0.41781214
ENST00000246747,369,0.04060765
ENST00000246747,378,0.02144512
ENST00000246747,396,0.1238264
ENST00000246747,477,0.2176717
ENST00000246747,528,0.23576033
ENST00000246747,585,0.1098392
ENST00000246747,618,0.08298365
ENST00000246747,645,0.15139578
ENST00000246747,650,0.13547805
ENST00000246747,702,0.06951925
ENST00000246747,738,0.1047742
ENST00000246747,742,0.009570286
ENST00000246747,856,0.03924099
ENST00000246785,1240,0.38486037
ENST00000246785,1246,0.20384093
ENST00000246785,1258,0.526358
ENST00000246785,1291,0.03880747
ENST00000246792,127,0.21111515
ENST00000246792,156,0.1498736
ENST00000246792,170,0.08295667
ENST00000246792,187,0.09299278
ENST00000246792,238,0.039761625
ENST00000246792,272,0.09736882
ENST00000246792,293,0.17916425
ENST00000246792,341,0.19397347
ENST00000246792,350,0.15136693
ENST00000246792,494,0.045158617
ENST00000246792,527,0.2136916
ENST00000246792,624,0.03276367
ENST00000246792,687,0.15523218
ENST00000246792,798,0.39099637
ENST00000246792,826,0.127763
ENST00000246792,874,0.11490405
ENST00000246792,1003,0.019018058
ENST00000246802,129,0.2554406
ENST00000246802,219,0.18111604
ENST00000246802,292,0.024436528
ENST00000246802,306,0.20570137
ENST00000246802,332,0.08686758
ENST00000246802,344,0.10246479
ENST00000246802,379,0.0054441425
ENST00000246802,393,0.047517646
ENST00000246802,408,0.07386033
ENST00000246802,594,0.20520906
ENST00000246802,633,0.028073588
ENST00000246802,645,0.13046917
ENST00000246802,686,0.061224967
ENST00000246802,795,0.031841807
ENST00000246802,803,0.015478233
ENST00000246802,1239,0.05231286
ENST00000246802,1281,0.08011021
ENST00000246802,1310,0.04920456
ENST00000246802,1314,0.13008547
ENST00000246802,1325,0.18640621
ENST00000246802,1356,0.049492754
ENST00000246802,1494,0.097168654
ENST00000246868,175,0.079637155
ENST00000246868,220,0.0030395023
ENST00000246868,284,0.019738546
ENST00000246868,320,0.017847216
ENST00000246868,340,0.02599819
ENST00000246868,412,0.25119245
ENST00000246868,419,0.024618631
ENST00000246868,424,0.13405731
ENST00000246868,448,0.14652568
ENST00000246868,483,0.021556554
ENST00000246868,512,0.090081975
ENST00000246868,533,0.10057642
ENST00000246868,553,0.015217449
ENST00000246868,561,0.023993991
ENST00000246868,599,0.18033493
ENST00000246868,619,0.010061018
ENST00000246868,636,0.006552288
ENST00000246868,821,0.048210494
ENST00000246868,865,0.082990944
ENST00000246868,936,0.011714808
ENST00000246868,963,0.031412885
ENST00000246868,1029,0.060672976
ENST00000246868,1037,0.296152
ENST00000246868,1058,0.011999309
ENST00000246868,1065,0.6450565
ENST00000246868,1126,0.326637
ENST00000246868,1157,0.15478311
ENST00000246868,1335,0.013904739
ENST00000246868,1365,0.562229
ENST00000246868,1434,0.020660227
ENST00000246868,1458,0.47332472
ENST00000246868,1474,0.12483357
ENST00000246868,1487,0.066919394
ENST00000246868,1587,0.009746169
ENST00000246957,181,0.01774809
ENST00000246957,203,0.069199346
ENST00000246957,231,0.0062339585
ENST00000246957,275,0.05014451
ENST00000246957,285,0.16902117
ENST00000246957,295,0.096293606
ENST00000246957,349,0.035908774
ENST00000246957,368,0.042398203
ENST00000246957,384,0.19850755
ENST00000246957,466,0.026327975
ENST00000246957,478,0.0787584
ENST00000246957,527,0.056388296
ENST00000246957,578,0.06829566
ENST00000246957,654,0.093155876
ENST00000246957,726,0.080711514
ENST00000246957,833,0.070432216
ENST00000246957,839,0.11123069
ENST00000246957,966,0.1552548
ENST00000246957,993,0.24238466
ENST00000246957,1135,0.005715986
ENST00000246957,1208,0.10870959
ENST00000246957,1221,0.12948641
ENST00000246957,1263,0.09313123
ENST00000246957,1272,0.015305687
ENST00000246957,1284,0.19028021
ENST00000246957,1327,0.07003329
ENST00000246957,1371,0.09133365
ENST00000246957,1448,0.06924917
ENST00000246957,1476,0.15808596
ENST00000246957,1529,0.0016255805
ENST00000246957,1650,0.1980915
ENST00000246957,1716,0.07759087
ENST00000246957,1746,0.12618238
ENST00000246957,1785,0.09515638
ENST00000246957,1886,0.06171775
ENST00000246957,1899,0.12392228
ENST00000246957,1976,0.043940283
ENST00000246957,2131,0.47024676
ENST00000246957,2203,0.16598703
ENST00000246957,2223,0.13355477
ENST00000246957,2227,0.11382648
ENST00000246957,2239,0.027872944
ENST00000247020,470,0.07316948
ENST00000247020,479,0.0026087952
ENST00000247020,492,0.05211743
ENST00000247020,548,0.18567224
ENST00000247020,581,0.07309953
ENST00000247020,603,0.043336328
ENST00000247020,642,0.043479793
ENST00000247020,693,0.16215175
ENST00000247020,698,0.44567385
ENST00000247020,715,0.68555284
ENST00000247020,751,0.0066914684
ENST00000247020,790,0.08634751
ENST00000247020,852,0.03484318
ENST00000247020,1107,0.71613115
ENST00000247020,1124,0.11120906
ENST00000247020,1156,0.9129793
ENST00000247020,1200,0.019064164
ENST00000247020,1204,0.06608345
ENST00000247020,1214,0.0040310076
ENST00000247020,1234,0.495701
ENST00000247161,1998,0.05306714
ENST00000247161,2356,0.026476113
ENST00000247161,2416,0.07519441
ENST00000247161,2457,0.1412048
ENST00000247161,2509,0.1381684
ENST00000247161,2554,0.099181026
ENST00000247161,2578,0.111446366
ENST00000247191,692,0.022813888
ENST00000247191,706,0.032605104
ENST00000247191,1228,0.20667149
ENST00000247191,1375,0.071009584
ENST00000247191,1549,0.053114735
ENST00000247191,1641,0.049195074
ENST00000247191,1803,0.036956545
ENST00000247191,1853,0.07386938
ENST00000247191,1905,0.019283151
ENST00000247191,1999,0.024275323
ENST00000247191,2124,0.057303295
ENST00000247191,2194,0.07136965
ENST00000247191,2238,0.1842928
ENST00000247191,2251,0.043172766
ENST00000247191,2435,0.022516148
ENST00000247191,2475,0.32937223
ENST00000247191,2566,0.071486436
ENST00000247191,2586,0.6388222
ENST00000247191,2645,0.0679737
ENST00000247191,2679,0.058716074
ENST00000247191,2688,0.11155543
ENST00000247191,2717,0.005883958
ENST00000247461,3720,0.0719225
ENST00000247461,3767,0.0042738295
ENST00000247461,3786,0.03392987
ENST00000247461,3874,0.017677512
ENST00000247461,3984,0.0052559893
ENST00000247655,62,0.16817695
ENST00000247655,249,0.012141724
ENST00000247655,322,0.044976264
ENST00000247655,338,0.01684692
ENST00000247655,367,0.03199122
ENST00000247655,416,0.033997066
ENST00000247655,422,0.32676604
ENST00000247655,456,0.24494569
ENST00000247668,1367,0.0049028317
ENST00000247668,1751,0.93205696
ENST00000247668,1881,0.18985967
ENST00000247668,1959,0.018159268
ENST00000247668,2072,0.03752055
ENST00000247843,140,0.019085681
ENST00000247843,162,0.020105634
ENST00000247843,265,0.35357964
ENST00000247843,301,0.13271782
ENST00000247843,338,0.0075477236
ENST00000247843,411,0.027492821
ENST00000247843,425,0.010592495
ENST00000247843,518,0.004085017
ENST00000247843,540,0.026341753
ENST00000247843,586,0.042264786
ENST00000247843,599,0.014585306
ENST00000247843,606,0.0010012225
ENST00000247843,640,0.027216896
ENST00000247843,666,0.026144305
ENST00000247843,706,0.0828356
ENST00000247843,735,0.123477325
ENST00000247843,753,0.010448104
ENST00000247843,777,0.01576783
ENST00000247843,804,0.021582205
ENST00000247843,837,0.016778281
ENST00000247843,888,0.031824525
ENST00000247843,920,0.02155106
ENST00000247843,934,0.032501698
ENST00000247843,946,0.041934364
ENST00000247843,954,0.0044081095
ENST00000247843,969,0.52409685
ENST00000247843,986,0.17504434
ENST00000247843,1020,0.84107536
ENST00000247843,1054,0.8201903
ENST00000247843,1073,0.21021417
ENST00000247843,1253,0.02884276
ENST00000247843,1330,0.22106332
ENST00000247866,49,0.113550596
ENST00000247866,85,0.17490554
ENST00000247866,145,0.04201269
ENST00000247866,207,0.07733893
ENST00000247866,223,0.04919265
ENST00000247866,261,0.47495028
ENST00000247866,299,0.09647835
ENST00000247866,349,0.16520764
ENST00000247866,386,0.13732685
ENST00000247866,399,0.23822969
ENST00000247970,262,0.10939182
ENST00000247970,326,0.12442426
ENST00000247970,383,0.08050611
ENST00000247970,598,0.14236099
ENST00000247970,746,0.21138854
ENST00000247970,773,0.003983259
ENST00000247970,860,0.15321991
ENST00000247970,919,0.2270887
ENST00000248071,199,0.10843891
ENST00000248071,243,0.91419536
ENST00000248071,337,0.1078548
ENST00000248071,527,0.11709969
ENST00000248071,535,0.1138957
ENST00000248071,950,0.046459608
ENST00000248071,1244,0.042152714
ENST00000248071,1250,0.9048037
ENST00000248071,1265,0.9395225
ENST00000248071,1274,0.08672399
ENST00000248071,1356,0.9882481
ENST00000248071,1378,0.015185754
ENST00000248071,1548,0.36792967
ENST00000248071,1552,0.026109356
ENST00000248071,1581,0.026356108
ENST00000248089,380,0.5945396
ENST00000248089,492,0.10722139
ENST00000248089,557,0.028391823
ENST00000248089,705,0.31220183
ENST00000248089,795,0.23545866
ENST00000248089,858,0.5769807
ENST00000248089,932,0.22427581
ENST00000248098,215,0.10574665
ENST00000248098,223,0.13076971
ENST00000248098,294,0.059503026
ENST00000248098,310,0.10833814
ENST00000248098,327,0.013430907
ENST00000248098,382,0.011090931
ENST00000248098,386,0.010865967
ENST00000248098,422,0.10273127
ENST00000248098,592,0.18287541
ENST00000248098,658,0.08027417
ENST00000248098,665,0.5305541
ENST00000248098,776,0.014459175
ENST00000248098,790,0.017618133
ENST00000248098,883,0.5096675
ENST00000248098,969,0.5307585
ENST00000248098,979,0.025168413
ENST00000248098,985,0.007111933
ENST00000248098,1031,0.01223633
ENST00000248098,1037,0.004334707
ENST00000248098,1048,0.020920949
ENST00000248098,1061,0.09591178
ENST00000248098,1151,0.0061932835
ENST00000248098,1187,0.013269303
ENST00000248098,1244,0.033141207
ENST00000248098,1277,0.033576433
ENST00000248098,1429,0.07732412
ENST00000248098,1477,0.021033416
ENST00000248098,1488,0.42591596
ENST00000248098,1594,0.16205682
ENST00000248098,1676,0.21629764
ENST00000248098,1693,0.0586317
ENST00000248098,1779,0.3831499
ENST00000248098,1792,0.11278639
ENST00000248098,1800,0.017720945
ENST00000248098,1817,0.0603211
ENST00000248098,1824,0.080847844
ENST00000248098,2011,0.020581527
ENST00000248098,2084,0.008770208
ENST00000248098,2100,0.14518194
ENST00000248098,2235,0.01741614
ENST00000248098,2263,0.2052497
ENST00000248098,2279,0.015263923
ENST00000248098,2291,0.6404164
ENST00000248098,2350,0.029843666
ENST00000248098,2371,0.22192726
ENST00000248098,2384,0.08395831
ENST00000248098,2537,0.54670715
ENST00000248098,2557,0.015897155
ENST00000248098,2585,0.36477423
ENST00000248098,2626,0.26652795
ENST00000248098,2797,0.2708909
ENST00000248098,2823,0.018391488
ENST00000248098,2866,0.08132668
ENST00000248098,2895,0.014804424
ENST00000248098,2946,0.0039906595
ENST00000248098,3024,0.004057917
ENST00000248098,3037,0.09479555
ENST00000248114,268,0.05045799
ENST00000248114,286,0.061779246
ENST00000248114,308,0.3701898
ENST00000248114,448,0.03284527
ENST00000248114,472,0.113598846
ENST00000248114,481,0.0056429096
ENST00000248114,538,0.07546968
ENST00000248114,559,0.09659726
ENST00000248114,619,0.3886261
ENST00000248244,2304,0.06793695
ENST00000248244,2568,0.36872697
ENST00000248342,245,0.108752444
ENST00000248342,358,0.045492355
ENST00000248342,413,0.023686236
ENST00000248342,491,0.13707219
ENST00000248342,502,0.05620267
ENST00000248342,542,0.015504355
ENST00000248342,548,0.19882457
ENST00000248342,565,0.10753152
ENST00000248342,578,0.096746795
ENST00000248342,632,0.027265819
ENST00000248342,671,0.91098106
ENST00000248342,762,0.012825331
ENST00000248342,770,0.39665908
ENST00000248342,788,0.09622819
ENST00000248342,794,0.07350513
ENST00000248342,828,0.17685312
ENST00000248378,357,0.08887637
ENST00000248378,483,0.8846839
ENST00000248378,496,0.013606478
ENST00000248378,510,0.9387163
ENST00000248378,527,0.0036713963
ENST00000248378,538,0.090309486
ENST00000248437,167,0.16856562
ENST00000248437,254,0.14679863
ENST00000248437,289,0.20226996
ENST00000248437,294,0.02309628
ENST00000248437,339,0.06315024
ENST00000248437,353,0.09447129
ENST00000248437,520,0.0978241
ENST00000248437,553,0.027604852
ENST00000248437,566,0.43138832
ENST00000248437,652,0.24891892
ENST00000248437,741,0.029042438
ENST00000248437,769,0.22075693
ENST00000248437,787,0.2943389
ENST00000248437,805,0.050816048
ENST00000248437,826,0.05223724
ENST00000248437,925,0.95108926
ENST00000248437,930,0.09449026
ENST00000248437,942,0.07241223
ENST00000248437,1182,0.039155748
ENST00000248437,1207,0.882596
ENST00000248437,1273,0.18117635
ENST00000248437,1348,0.5201802
ENST00000248437,1575,0.0057196287
ENST00000248450,205,0.0406086
ENST00000248450,222,0.034511752
ENST00000248450,266,0.43832448
ENST00000248450,286,0.17926064
ENST00000248450,295,0.0052921674
ENST00000248450,322,0.36026317
ENST00000248450,374,0.123121336
ENST00000248450,469,0.29933795
ENST00000248450,477,0.016863214
ENST00000248450,495,0.11080221
ENST00000248450,511,0.027431132
ENST00000248450,574,0.09351594
ENST00000248450,582,0.16970949
ENST00000248450,604,0.09643749
ENST00000248450,628,0.12873448
ENST00000248450,661,0.08252496
ENST00000248450,697,0.035229392
ENST00000248450,790,0.15312086
ENST00000248450,798,0.044502795
ENST00000248450,882,0.14776765
ENST00000248450,898,0.18301865
ENST00000248450,936,0.37250835
ENST00000248450,999,0.092882
ENST00000248450,1012,0.30166698
ENST00000248450,1067,0.014947281
ENST00000248450,1074,0.119708575
ENST00000248450,1188,0.12772137
ENST00000248450,1204,0.04490666
ENST00000248450,1218,0.10517418
ENST00000248450,1335,0.069842644
ENST00000248450,1354,0.06478191
ENST00000248450,1384,0.44473746
ENST00000248450,1419,0.15449208
ENST00000248450,1432,0.13528572
ENST00000248450,1468,0.05591301
ENST00000248450,1522,0.13153982
ENST00000248450,1590,0.06254657
ENST00000248450,1611,0.063582346
ENST00000248450,1644,0.02890647
ENST00000248450,1676,0.005954941
ENST00000248450,1706,0.09841286
ENST00000248451,235,0.009475261
ENST00000248451,250,0.0053907796
ENST00000248451,255,0.12027216
ENST00000248451,299,0.0818259
ENST00000248451,305,0.07948881
ENST00000248451,352,0.11931055
ENST00000248451,371,0.15650713
ENST00000248451,436,0.16287075
ENST00000248451,442,0.086934924
ENST00000248451,472,0.07737963
ENST00000248451,567,0.021115787
ENST00000248451,601,0.91835886
ENST00000248451,687,0.018143782
ENST00000248553,60,0.025945717
ENST00000248553,67,0.034916636
ENST00000248553,172,0.01332837
ENST00000248553,218,0.081123486
ENST00000248553,446,0.04197971
ENST00000248553,505,0.030609522
ENST00000248553,614,0.15517838
ENST00000248553,658,0.08677788
ENST00000248553,772,0.16203092
ENST00000248566,119,0.07724528
ENST00000248566,153,0.09565109
ENST00000248566,204,0.05812665
ENST00000248566,264,0.09174073
ENST00000248566,279,0.06009705
ENST00000248566,304,0.4126083
ENST00000248566,313,0.018545877
ENST00000248566,332,0.06901245
ENST00000248566,364,0.0011919145
ENST00000248566,370,0.06502969
ENST00000248566,375,0.12441818
ENST00000248566,403,0.07243024
ENST00000248566,415,0.08206529
ENST00000248566,471,0.0033235804
ENST00000248594,2374,0.17791273
ENST00000248594,2398,0.07817545
ENST00000248594,2423,0.0027089654
ENST00000248594,2515,0.0486018
ENST00000248594,2575,0.009991766
ENST00000248594,2584,0.0842299
ENST00000248594,2631,0.1108792
ENST00000248594,2710,0.005418323
ENST00000248594,2749,0.28767818
ENST00000248594,2808,0.06493748
ENST00000248594,2839,0.005044972
ENST00000248594,2862,0.022514233
ENST00000248594,2906,0.4375936
ENST00000248594,3003,0.01124925
ENST00000248594,3102,0.06173594
ENST00000248594,3270,0.06640586
ENST00000248594,3316,0.4746607
ENST00000248594,3335,0.06816891
ENST00000248594,3369,0.05166028
ENST00000248594,3386,0.004133552
ENST00000248879,457,0.2810353
ENST00000248879,472,0.06678252
ENST00000248879,504,0.16697253
ENST00000248879,528,0.13208582
ENST00000248879,543,0.059229672
ENST00000248879,590,0.11332512
ENST00000248879,624,0.17304687
ENST00000248879,634,0.4622504
ENST00000248879,688,0.58666
ENST00000248879,726,0.052796
ENST00000248879,794,0.03017995
ENST00000248879,850,0.027506541
ENST00000248879,859,0.10507148
ENST00000248879,889,0.5437196
ENST00000248879,901,0.0073780315
ENST00000248879,959,0.18854806
ENST00000248879,1118,0.07005544
ENST00000248924,261,0.06154045
ENST00000248924,377,0.16503061
ENST00000248924,494,0.055476885
ENST00000248924,528,0.105097204
ENST00000248924,594,0.1053046
ENST00000248924,816,0.08991276
ENST00000248924,1005,0.05729557
ENST00000248924,1034,0.011054443
ENST00000248924,1149,0.044187244
ENST00000248924,1254,0.054876212
ENST00000248924,1260,0.13883173
ENST00000248924,1390,0.04434556
ENST00000248924,1411,0.19654214
ENST00000248924,1441,0.040419403
ENST00000248924,1470,0.011279977
ENST00000248958,166,0.022904458
ENST00000248958,184,0.11592259
ENST00000248958,283,0.35356936
ENST00000248958,416,0.11253165
ENST00000248958,503,0.29072565
ENST00000248958,511,0.8498416
ENST00000248958,528,0.28081697
ENST00000248958,735,0.53807217
ENST00000248958,808,0.92091817
ENST00000248975,206,0.30598027
ENST00000248975,210,0.13997501
ENST00000248975,280,0.12544331
ENST00000248975,363,0.064148866
ENST00000248975,377,0.10669589
ENST00000248975,480,0.009550257
ENST00000248975,555,0.08139821
ENST00000248975,586,0.044875644
ENST00000248975,604,0.7911648
ENST00000248975,703,0.006148873
ENST00000248975,866,0.013879197
ENST00000248975,898,0.92807466
ENST00000248975,925,0.91351795
ENST00000248975,955,0.01019005
ENST00000248975,1105,0.015446168
ENST00000248975,1191,0.9635154
ENST00000248975,1369,0.0138007095
ENST00000248975,1457,0.24952027
ENST00000248975,1484,0.11584408
ENST00000248975,1517,0.720699
ENST00000248975,1580,0.0086908275
ENST00000248975,1624,0.12320613
ENST00000248975,1679,0.104932226
ENST00000248975,1709,0.012221181
ENST00000248975,1765,0.072867975
ENST00000249014,202,0.17865206
ENST00000249014,261,0.13124904
ENST00000249014,393,0.9674118
ENST00000249014,519,0.15261959
ENST00000249014,526,0.054978263
ENST00000249014,550,0.8225456
ENST00000249014,598,0.23744844
ENST00000249014,889,0.6638515
ENST00000249014,940,0.009320868
ENST00000249014,946,0.02590534
ENST00000249014,991,0.16909169
ENST00000249014,1015,0.24280863
ENST00000249014,1089,0.11466407
ENST00000249014,1108,0.012600754
ENST00000249014,1129,0.01025744
ENST00000249014,1150,0.0041799527
ENST00000249014,1171,0.014369538
ENST00000249014,1192,0.0138190305
ENST00000249014,1271,0.914298
ENST00000249014,1290,0.02138683
ENST00000249014,1352,0.043206777
ENST00000249014,1518,0.12201359
ENST00000249014,1546,0.017267827
ENST00000249014,1652,0.002677599
ENST00000249014,1670,0.012127526
